Url;World rank;Overall Visits;Time On Site;Pages per Visit;Bounce Rate;Organic Search;Country 1;%;Country 2;%;Country 3;%;Country 4;%;Country 5;%;
gameskinny.com;15,147;67.7K;1:57;1,99;83.50%;60;United States;43.1%;United Kingdom;8.5%;Canada;5.8%;Australia;3.9%;Germany;3.7%
gnomestew.com;636,308;41.4K;1:51;1,30;78.20%;35;;;;;;;;;;
nzgamer.com;-;;;;;;;;;;;;;;;;
sourcegaming.info;213,045;31.1K;2:25;1,70;76.10%;24;United States;60.9%;Canada;5.3%;;;;
telkomgaming.co.za;-;;;;;;;;;;;;;;;;
unigamesity.com;591,996;62K;1:39;1,10;80.10%;21;United States;38.0%;South Africa;9.7%;India;6.2%;Pakistan;3.5%
;-;;;;;;;;;;;;;;;;

